Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	82.463231904	83.766126322	189.3	454.3	Chinitna_HB2_191007205404.wav
2	Spectrogram 1	1	86.305100060	87.140288790	113.6	340.7	Chinitna_HB2_191007205404.wav
3	Spectrogram 1	1	92.452089110	93.086832545	151.4	435.3	Chinitna_HB2_191007205404.wav
4	Spectrogram 1	1	144.915341848	145.917568323	227.1	454.3	Chinitna_HB2_191007205404.wav
5	Spectrogram 1	1	149.759436479	150.594625209	170.3	397.5	Chinitna_HB2_191007205404.wav
6	Spectrogram 1	1	154.469900914	155.171459447	75.7	283.9	Chinitna_HB2_191007205404.wav
7	Spectrogram 1	1	164.926463808	165.795060087	113.6	492.1	Chinitna_HB2_191007205404.wav
8	Spectrogram 1	1	168.748324935	169.817366509	340.7	586.8	Chinitna_HB2_191007205404.wav
9	Spectrogram 1	1	221.913136205	223.316253271	283.9	492.1	Chinitna_HB2_191007205404.wav
10	Spectrogram 1	1	512.792854445	513.728265822	283.9	473.2	Chinitna_HB2_191007205404.wav
11	Spectrogram 1	1	518.939843495	519.574586929	227.1	416.4	Chinitna_HB2_191007205404.wav
12	Spectrogram 1	1	523.516677733	524.418681561	132.5	454.3	Chinitna_HB2_191007205404.wav
13	Spectrogram 1	1	525.855206176	526.322911864	94.6	435.3	Chinitna_HB2_191007205404.wav
14	Spectrogram 1	1	527.759436479	528.494402561	94.6	416.4	Chinitna_HB2_191007205404.wav
15	Spectrogram 1	1	539.986599480	541.590161841	151.4	378.5	Chinitna_HB2_191007205404.wav
16	Spectrogram 1	1	545.979951304	547.282845722	246.1	416.4	Chinitna_HB2_191007205404.wav
17	Spectrogram 1	1	549.821819460	550.456562894	94.6	302.8	Chinitna_HB2_191007205404.wav
18	Spectrogram 1	1	561.314016379	562.149205109	151.4	416.4	Chinitna_HB2_191007205404.wav
19	Spectrogram 1	1	615.414239027	616.149205109	397.5	719.2	Chinitna_HB2_191007205404.wav
20	Spectrogram 1	1	620.859669543	621.661450724	302.8	605.7	Chinitna_HB2_191007205404.wav
21	Spectrogram 1	1	625.369688683	626.004432118	189.3	473.2	Chinitna_HB2_191007205404.wav
22	Spectrogram 1	1	629.645854979	631.048972044	227.1	435.3	Chinitna_HB2_191007205404.wav
23	Spectrogram 1	1	634.389726963	635.191508143	113.6	359.6	Chinitna_HB2_191007205404.wav
24	Spectrogram 1	1	636.628032758	637.129145996	151.4	378.5	Chinitna_HB2_191007205404.wav
25	Spectrogram 1	1	640.670346209	641.705980234	359.6	567.8	Chinitna_HB2_191007205404.wav
26	Spectrogram 1	1	653.278392771	654.514472091	189.3	340.7	Chinitna_HB2_191007205404.wav
27	Spectrogram 1	1	1089.521151517	1090.790638386	208.2	378.5	Chinitna_HB2_191007205404.wav
28	Spectrogram 1	1	1106.091295912	1107.461005429	208.2	435.3	Chinitna_HB2_191007205404.wav
29	Spectrogram 1	1	1152.674819994	1154.144752158	227.1	492.1	Chinitna_HB2_191007205404.wav
30	Spectrogram 1	1	1157.118024035	1158.020027863	170.3	397.5	Chinitna_HB2_191007205404.wav
31	Spectrogram 1	1	1386.781711651	1388.017790971	283.9	492.1	Chinitna_HB2_191007205404.wav
32	Spectrogram 1	1	1391.525583635	1392.394179914	151.4	378.5	Chinitna_HB2_191007205404.wav
33	Spectrogram 1	1	1395.534489537	1396.403085816	75.7	378.5	Chinitna_HB2_191007205404.wav
34	Spectrogram 1	1	1412.151442001	1413.020038280	359.6	567.8	Chinitna_HB2_191007205404.wav
35	Spectrogram 1	1	1638.875265289	1639.877491764	227.1	416.4	Chinitna_HB2_191007205404.wav
36	Spectrogram 1	1	1643.852990117	1645.055661888	246.1	454.3	Chinitna_HB2_191007205404.wav
37	Spectrogram 1	1	2149.296183742	2150.498855512	189.3	435.3	Chinitna_HB2_191007205404.wav
38	Spectrogram 1	1	2225.993310157	2226.861906436	397.5	586.8	Chinitna_HB2_191007205404.wav
39	Spectrogram 1	1	2231.071257633	2232.374152051	378.5	586.8	Chinitna_HB2_191007205404.wav
40	Spectrogram 1	1	2236.149205109	2237.351876879	208.2	473.2	Chinitna_HB2_191007205404.wav
41	Spectrogram 1	1	2241.093522388	2241.928711117	151.4	511.0	Chinitna_HB2_191007205404.wav
42	Spectrogram 1	1	2243.599088576	2244.133609363	113.6	605.7	Chinitna_HB2_191007205404.wav
43	Spectrogram 1	1	2245.837394372	2246.204877413	132.5	567.8	Chinitna_HB2_191007205404.wav
44	Spectrogram 1	1	2500.803997239	2502.307336952	265.0	454.3	Chinitna_HB2_191007205404.wav
45	Spectrogram 1	1	2506.583503248	2507.552322174	227.1	378.5	Chinitna_HB2_191007205404.wav
46	Spectrogram 1	1	3562.149184275	3562.984373005	378.5	605.7	Chinitna_HB2_191007205404.wav
47	Spectrogram 1	1	3576.661461140	3578.064578206	170.3	397.5	Chinitna_HB2_191007205404.wav
