Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File
1	Spectrogram 1	1	77.953212764	79.189292084	79.7	398.7	Chinitna_HB12_191030202043.wav
2	Spectrogram 1	1	424.002195226	425.338497193	438.5	777.4	Chinitna_HB12_191030202043.wav
3	Spectrogram 1	1	431.852969284	432.621342915	458.5	777.4	Chinitna_HB12_191030202043.wav
4	Spectrogram 1	1	1079.151410751	1080.120229677	439.5	726.1	Chinitna_HB12_191030202043.wav
5	Spectrogram 1	1	1084.663656366	1085.532252645	343.9	649.7	Chinitna_HB12_191030202043.wav
6	Spectrogram 1	1	1091.759457313	1092.661461140	305.7	764.3	Chinitna_HB12_191030202043.wav
7	Spectrogram 1	1	1101.848537166	1102.249427756	191.1	477.7	Chinitna_HB12_191030202043.wav
8	Spectrogram 1	1	1107.628043175	1108.028933765	210.2	535.0	Chinitna_HB12_191030202043.wav
9	Spectrogram 1	1	1113.207103888	1114.276145462	382.2	573.2	Chinitna_HB12_191030202043.wav
10	Spectrogram 1	1	1119.387500487	1121.024470397	248.4	401.3	Chinitna_HB12_191030202043.wav
11	Spectrogram 1	1	1156.416465502	1157.819582568	229.3	477.7	Chinitna_HB12_191030202043.wav
12	Spectrogram 1	1	1184.345176619	1185.280587996	439.5	649.7	Chinitna_HB12_191030202043.wav
13	Spectrogram 1	1	1334.084606069	1334.852979700	439.5	649.7	Chinitna_HB12_191030202043.wav
14	Spectrogram 1	1	1361.057898780	1361.993310157	439.5	649.7	Chinitna_HB12_191030202043.wav
15	Spectrogram 1	1	1661.792844028	1663.095738447	286.6	668.8	Chinitna_HB12_191030202043.wav
16	Spectrogram 1	1	1666.570123562	1667.405312291	286.6	687.9	Chinitna_HB12_191030202043.wav
17	Spectrogram 1	1	1671.247180447	1671.948738980	286.6	687.9	Chinitna_HB12_191030202043.wav
18	Spectrogram 1	1	1691.672593518	1692.875265289	382.2	649.7	Chinitna_HB12_191030202043.wav
19	Spectrogram 1	1	1755.661450724	1756.997752691	477.7	649.7	Chinitna_HB12_191030202043.wav
20	Spectrogram 1	1	1833.614663488	1834.516667316	515.9	707.0	Chinitna_HB12_191030202043.wav
21	Spectrogram 1	1	3775.409765242	3776.311769070	592.4	745.2	Chinitna_HB12_191030202043.wav
22	Spectrogram 1	1	3777.881923882	3778.583482415	668.8	764.3	Chinitna_HB12_191030202043.wav
23	Spectrogram 1	1	3817.583492831	3819.253870290	554.1	707.0	Chinitna_HB12_191030202043.wav
24	Spectrogram 1	1	3982.890840200	3984.694847856	172.0	535.0	Chinitna_HB12_191030202043.wav
25	Spectrogram 1	1	4576.924247750	4578.360772365	114.6	439.5	Chinitna_HB12_191030202043.wav
26	Spectrogram 1	1	5444.732708357	5446.269455619	76.4	420.4	Chinitna_HB12_191030202043.wav
27	Spectrogram 1	1	5688.340744502	5690.345197453	76.4	535.0	Chinitna_HB12_191030202043.wav
28	Spectrogram 1	1	5874.494402561	5875.797296979	267.5	420.4	Chinitna_HB12_191030202043.wav
29	Spectrogram 1	1	6318.654750464	6320.692610964	114.6	477.7	Chinitna_HB12_191030202043.wav
30	Spectrogram 1	1	6545.224936526	6547.028944182	95.5	477.7	Chinitna_HB12_191030202043.wav
31	Spectrogram 1	1	6547.630280067	6548.766136739	76.4	477.7	Chinitna_HB12_191030202043.wav
32	Spectrogram 1	1	6722.325148756	6724.229379060	95.5	496.8	Chinitna_HB12_191030202043.wav
33	Spectrogram 1	1	7004.184828717	7005.587945782	76.4	477.7	Chinitna_HB12_191030202043.wav
34	Spectrogram 1	1	7112.351866463	7113.521130684	248.4	458.6	Chinitna_HB12_191030202043.wav
35	Spectrogram 1	1	7135.015585329	7135.917589156	439.5	573.2	Chinitna_HB12_191030202043.wav
36	Spectrogram 1	1	7141.329612124	7142.799544288	248.4	420.4	Chinitna_HB12_191030202043.wav
37	Spectrogram 1	1	7308.140299207	7309.075710584	172.0	420.4	Chinitna_HB12_191030202043.wav
38	Spectrogram 1	1	7531.656997773	7533.093522388	95.5	496.8	Chinitna_HB12_191030202043.wav
39	Spectrogram 1	1	7609.910878480	7611.781701234	114.6	496.8	Chinitna_HB12_191030202043.wav
40	Spectrogram 1	1	7766.198187570	7768.202640521	95.5	535.0	Chinitna_HB12_191030202043.wav
41	Spectrogram 1	1	7960.282835305	7962.354103355	76.4	439.5	Chinitna_HB12_191030202043.wav
42	Spectrogram 1	1	8114.933174485	8117.204887829	76.4	668.8	Chinitna_HB12_191030202043.wav
43	Spectrogram 1	1	8434.022264755	8434.489970444	133.8	439.5	Chinitna_HB12_191030202043.wav
44	Spectrogram 1	1	8437.830725362	8438.298431050	152.9	439.5	Chinitna_HB12_191030202043.wav
45	Spectrogram 1	1	8482.209351197	8483.812913558	95.5	420.4	Chinitna_HB12_191030202043.wav
46	Spectrogram 1	1	8728.910888897	8730.046745569	133.8	363.1	Chinitna_HB12_191030202043.wav
47	Spectrogram 1	1	8794.436493365	8796.106870824	496.8	649.7	Chinitna_HB12_191030202043.wav
48	Spectrogram 1	1	8969.378615419	8971.082400427	210.2	439.5	Chinitna_HB12_191030202043.wav
49	Spectrogram 1	1	9345.908683254	9346.443204041	114.6	592.4	Chinitna_HB12_191030202043.wav
50	Spectrogram 1	1	9360.374152051	9361.342970977	172.0	458.6	Chinitna_HB12_191030202043.wav
51	Spectrogram 1	1	9366.888624142	9367.523367576	76.4	363.1	Chinitna_HB12_191030202043.wav
52	Spectrogram 1	1	9378.247190864	9379.383047536	420.4	649.7	Chinitna_HB12_191030202043.wav
53	Spectrogram 1	1	9395.919784382	9396.387490071	152.9	477.7	Chinitna_HB12_191030202043.wav
54	Spectrogram 1	1	9411.935400960	9413.271702928	76.4	439.5	Chinitna_HB12_191030202043.wav
55	Spectrogram 1	1	9688.683725896	9689.318469330	496.8	649.7	Chinitna_HB12_191030202043.wav
56	Spectrogram 1	1	9699.674809577	9700.509998306	152.9	649.7	Chinitna_HB12_191030202043.wav
57	Spectrogram 1	1	9704.485496659	9705.621353331	152.9	611.5	Chinitna_HB12_191030202043.wav
58	Spectrogram 1	1	9722.525573218	9724.530026169	95.5	535.0	Chinitna_HB12_191030202043.wav
59	Spectrogram 1	1	9809.445409684	9809.879707823	114.6	439.5	Chinitna_HB12_191030202043.wav
60	Spectrogram 1	1	9824.144731324	9825.313995546	305.7	477.7	Chinitna_HB12_191030202043.wav
61	Spectrogram 1	1	9828.888603308	9829.322901448	114.6	382.2	Chinitna_HB12_191030202043.wav
62	Spectrogram 1	1	9874.603531111	9876.507761414	76.4	382.2	Chinitna_HB12_191030202043.wav
63	Spectrogram 1	1	9987.013327603	9989.318448497	76.4	515.9	Chinitna_HB12_191030202043.wav
64	Spectrogram 1	1	10083.487723135	10085.592398733	95.5	305.7	Chinitna_HB12_191030202043.wav
65	Spectrogram 1	1	10093.710433185	10094.579029464	133.8	267.5	Chinitna_HB12_191030202043.wav
66	Spectrogram 1	1	10097.418671144	10098.187044775	95.5	248.4	Chinitna_HB12_191030202043.wav
67	Spectrogram 1	1	10099.924237333	10100.458758120	152.9	305.7	Chinitna_HB12_191030202043.wav
68	Spectrogram 1	1	10101.227131751	10102.062320481	76.4	286.6	Chinitna_HB12_191030202043.wav
69	Spectrogram 1	1	10120.783948543	10121.986620314	133.8	286.6	Chinitna_HB12_191030202043.wav
70	Spectrogram 1	1	10129.870801921	10130.672583101	114.6	267.5	Chinitna_HB12_191030202043.wav
71	Spectrogram 1	1	10153.389716546	10155.460984595	95.5	535.0	Chinitna_HB12_191030202043.wav
72	Spectrogram 1	1	10432.322932698	10434.461015845	57.3	535.0	Chinitna_HB12_191030202043.wav
73	Spectrogram 1	1	10483.917589156	10485.387521321	95.5	439.5	Chinitna_HB12_191030202043.wav
74	Spectrogram 1	1	10495.877491764	10496.512235199	133.8	477.7	Chinitna_HB12_191030202043.wav
