Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.994694690	2.536471460	165.4	340.5
2	Spectrogram 1	1	5.968168142	7.012597567	165.4	360.0
3	Spectrogram 1	1	21.873499559	22.718990046	175.1	340.5
4	Spectrogram 1	1	32.951912728	34.941302109	87.6	301.6
5	Spectrogram 1	1	37.651845140	38.870346136	136.2	301.6
6	Spectrogram 1	1	52.937734358	54.380041659	165.4	360.0
7	Spectrogram 1	1	68.703645201	69.897278829	155.7	350.3
8	Spectrogram 1	1	83.154238573	84.447341671	116.8	311.3
9	Spectrogram 1	1	98.530010428	99.649041955	165.4	360.0
10	Spectrogram 1	1	125.968095236	127.360667802	107.0	330.8
11	Spectrogram 1	1	130.593425546	131.563252869	126.5	340.5
12	Spectrogram 1	1	143.167957475	144.883805816	107.0	291.9
13	Spectrogram 1	1	147.345675174	148.489574068	116.8	379.4
14	Spectrogram 1	1	164.430770436	165.251393556	194.6	330.8
15	Spectrogram 1	1	178.630037141	180.171813912	97.3	282.1
16	Spectrogram 1	1	193.609578495	195.872508916	107.0	262.7
17	Spectrogram 1	1	197.886765664	198.931195089	175.1	379.4
18	Spectrogram 1	1	210.446622981	212.162471322	77.8	301.6
19	Spectrogram 1	1	221.214193005	222.258622429	77.8	282.1
20	Spectrogram 1	1	223.850133934	224.621022319	107.0	262.7
