Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	53.914337717	55.181497756	87.6	846.4
2	Spectrogram 1	1	57.715817832	58.736585641	515.6	739.4
3	Spectrogram 1	1	65.741164743	66.585938102	574.0	846.4
4	Spectrogram 1	1	78.412765128	79.363135156	661.6	904.8
5	Spectrogram 1	1	107.793845080	109.096204009	184.9	457.3
6	Spectrogram 1	1	111.630524086	112.721689674	116.8	301.6
7	Spectrogram 1	1	142.421957902	143.900311281	107.0	301.6
8	Spectrogram 1	1	146.505029138	147.877785846	165.4	389.2
9	Spectrogram 1	1	150.060117023	151.010487052	87.6	233.5
10	Spectrogram 1	1	152.524039320	153.650403799	68.1	194.6
11	Spectrogram 1	1	154.882364947	155.621541637	116.8	223.8
12	Spectrogram 1	1	156.501513885	157.487082804	58.4	233.5
13	Spectrogram 1	1	166.236469516	167.503629554	204.3	428.1
14	Spectrogram 1	1	172.114684139	173.029855278	97.3	262.7
15	Spectrogram 1	1	179.823241040	181.547986648	68.1	282.1
16	Spectrogram 1	1	184.117505614	185.243870093	175.1	389.2
17	Spectrogram 1	1	187.420651885	188.371021914	68.1	243.2
18	Spectrogram 1	1	190.236563082	191.151734221	77.8	233.5
19	Spectrogram 1	1	202.380180117	203.260152366	233.5	369.7
20	Spectrogram 1	1	205.477682433	206.463251352	68.1	282.1
