Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	54.678172708	56.004432520	350.3	681.0
2	Spectrogram 1	1	61.641036721	62.801514056	262.7	486.5
3	Spectrogram 1	1	114.601005235	116.623551448	136.2	447.5
4	Spectrogram 1	1	131.875539287	134.130180967	145.9	408.6
5	Spectrogram 1	1	168.127565224	170.150111438	175.1	671.3
6	Spectrogram 1	1	226.940248515	228.498603794	360.0	720.0
7	Spectrogram 1	1	241.860671401	244.115313081	603.2	788.1
8	Spectrogram 1	1	305.355016421	307.874910064	107.0	340.5
9	Spectrogram 1	1	328.190438435	329.450385257	360.0	612.9
10	Spectrogram 1	1	465.363987147	466.657090463	223.8	428.1
11	Spectrogram 1	1	484.076789450	485.436205757	291.9	574.0
12	Spectrogram 1	1	487.094030522	488.552916316	253.0	535.1
