Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	36.041827469	36.921799813	817.3	1021.6
2	Spectrogram 1	1	38.417752799	39.913705784	739.4	934.0
3	Spectrogram 1	1	146.396469690	147.393771681	535.1	690.8
4	Spectrogram 1	1	205.957706917	207.365662668	827.0	1021.6
5	Spectrogram 1	1	211.501532687	212.762826381	194.6	340.5
6	Spectrogram 1	1	219.718366246	221.096989585	204.3	389.2
7	Spectrogram 1	1	227.310342584	228.424974220	778.3	914.5
8	Spectrogram 1	1	229.627603091	230.507575435	690.8	943.7
9	Spectrogram 1	1	239.659287817	240.597924985	175.1	340.5
10	Spectrogram 1	1	322.452999042	322.980982449	486.5	749.1
11	Spectrogram 1	1	358.507548734	360.707479595	223.8	447.5
12	Spectrogram 1	1	363.406061451	365.195338551	214.0	467.0
