Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	22.082222127	22.952579981	48.6	379.4
2	Spectrogram 1	1	86.361513597	87.331340920	68.1	321.1
3	Spectrogram 1	1	128.661920578	129.134400555	38.9	272.4
4	Spectrogram 1	1	129.457676330	129.930156308	68.1	223.8
5	Spectrogram 1	1	130.004758410	130.477238388	68.1	360.0
6	Spectrogram 1	1	130.701044693	131.223259405	58.4	671.3
7	Spectrogram 1	1	131.546535180	131.894678321	38.9	574.0
8	Spectrogram 1	1	132.168219361	132.765036175	58.4	836.7
9	Spectrogram 1	1	132.914240379	133.461322459	58.4	612.9
10	Spectrogram 1	1	134.878762392	135.873457083	126.5	389.2
11	Spectrogram 1	1	174.683675160	175.678369850	58.4	360.0
12	Spectrogram 1	1	189.809960970	190.381910417	77.8	398.9
13	Spectrogram 1	1	191.202533537	192.246962962	97.3	369.7
