Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	0.846238823	1.692477647	20.6	165.1
2	Spectrogram 1	1	2.936946504	4.032079099	6.9	117.0
3	Spectrogram 1	1	4.056968476	4.928096677	61.9	268.3
4	Spectrogram 1	1	13.091812384	14.610064390	0.0	110.1
5	Spectrogram 1	1	20.508846776	21.355085599	0.0	144.5
6	Spectrogram 1	1	48.217812926	49.977757662	34.4	474.7
7	Spectrogram 1	1	78.698464795	81.267984111	0.0	165.1
8	Spectrogram 1	1	229.044827005	230.241589426	20.6	172.0
9	Spectrogram 1	1	294.748759968	296.719898073	27.5	261.4
10	Spectrogram 1	1	315.405840524	316.321011787	103.2	309.6
11	Spectrogram 1	1	318.292149892	319.383315628	55.0	295.8
12	Spectrogram 1	1	422.160754412	423.463113517	6.9	371.5
13	Spectrogram 1	1	431.558859305	434.832356515	0.0	144.5
