Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	24.584550637	25.874035290	165.4	379.4
2	Spectrogram 1	1	38.879781536	41.341524964	116.8	505.9
3	Spectrogram 1	1	44.811410940	45.749217961	214.0	389.2
4	Spectrogram 1	1	59.619258765	62.784357459	87.6	544.8
5	Spectrogram 1	1	65.597778520	66.676256594	155.7	379.4
6	Spectrogram 1	1	77.558624015	81.005064816	58.4	544.8
7	Spectrogram 1	1	83.724705175	85.061080179	204.3	447.5
8	Spectrogram 1	1	95.833042426	99.068476647	126.5	311.3
9	Spectrogram 1	1	101.741226655	103.218272713	214.0	437.8
10	Spectrogram 1	1	104.765654296	106.711603864	681.0	904.8
11	Spectrogram 1	1	113.849468944	117.530361500	116.8	301.6
12	Spectrogram 1	1	120.226556683	121.938054496	204.3	476.7
13	Spectrogram 1	1	130.700446868	133.373196877	145.9	321.1
14	Spectrogram 1	1	136.210063114	138.038786804	184.9	379.4
15	Spectrogram 1	1	148.002986397	149.878600438	107.0	321.1
