Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	150.453243381	151.655872252	87.6	262.7
2	Spectrogram 1	1	151.773201897	152.301185304	97.3	253.0
3	Spectrogram 1	1	152.829168711	153.474481763	126.5	223.8
4	Spectrogram 1	1	156.173063620	157.581019371	301.6	486.5
5	Spectrogram 1	1	171.577641877	173.014930039	253.0	476.7
6	Spectrogram 1	1	181.887315527	182.503296168	116.8	233.5
7	Spectrogram 1	1	183.031279575	183.793922273	97.3	214.0
8	Spectrogram 1	1	184.057913977	184.761891852	97.3	204.3
9	Spectrogram 1	1	193.620280119	194.764244167	223.8	467.0
10	Spectrogram 1	1	285.685524321	287.181477306	194.6	408.6
11	Spectrogram 1	1	289.176081287	290.378710157	612.9	797.8
12	Spectrogram 1	1	295.071895994	297.682480616	126.5	291.9
13	Spectrogram 1	1	300.322397649	301.789018224	175.1	369.7
14	Spectrogram 1	1	304.167463708	305.076768464	233.5	418.4
15	Spectrogram 1	1	306.250064923	306.983375210	165.4	379.4
16	Spectrogram 1	1	309.623292243	311.295239698	272.4	603.2
17	Spectrogram 1	1	316.604406176	318.393683276	165.4	408.6
18	Spectrogram 1	1	319.244323209	320.388287257	97.3	253.0
19	Spectrogram 1	1	322.363722249	323.801010411	77.8	214.0
20	Spectrogram 1	1	334.494559650	336.078509870	68.1	369.7
21	Spectrogram 1	1	355.990069824	356.928706992	875.6	1109.1
22	Spectrogram 1	1	358.043338628	358.893978561	1050.8	1216.2
23	Spectrogram 1	1	363.851156101	364.995120149	145.9	369.7
