Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	43.277817692	44.617747249	20.6	412.8
2	Spectrogram 1	1	45.287712027	46.698164192	27.5	447.2
3	Spectrogram 1	1	88.068861817	89.655620503	13.8	502.2
4	Spectrogram 1	1	90.043494848	91.383424405	20.6	522.8
5	Spectrogram 1	1	108.767247336	110.177699500	20.6	344.0
6	Spectrogram 1	1	134.668291701	135.761392128	13.8	392.1
7	Spectrogram 1	1	136.290311690	137.559718638	13.8	378.4
8	Spectrogram 1	1	169.516639552	171.350227367	6.9	392.1
9	Spectrogram 1	1	184.996352061	186.442065530	13.8	612.3
10	Spectrogram 1	1	196.027152493	197.684433787	27.5	433.4
11	Spectrogram 1	1	217.042889748	218.453341913	13.8	667.3
12	Spectrogram 1	1	237.947911194	239.323102055	20.6	385.3
13	Spectrogram 1	1	256.630414620	258.181912002	20.6	399.0
14	Spectrogram 1	1	280.389548365	281.764739226	13.8	350.9
15	Spectrogram 1	1	305.823059996	306.810376511	20.6	433.4
16	Spectrogram 1	1	317.635596876	319.222355561	20.6	240.8
17	Spectrogram 1	1	334.216572350	335.485979298	6.9	433.4
18	Spectrogram 1	1	367.487207381	368.686091721	27.5	426.5
