Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	8.454905786	9.304540926	19.5	165.4
2	Spectrogram 1	1	13.905004368	14.588857042	68.1	321.1
3	Spectrogram 1	1	15.065481633	15.562829032	48.6	282.1
4	Spectrogram 1	1	29.216994115	29.838678364	58.4	253.0
5	Spectrogram 1	1	31.123492479	34.066131257	87.6	272.4
6	Spectrogram 1	1	34.542755848	34.977934822	155.7	340.5
7	Spectrogram 1	1	35.392390988	36.034798045	68.1	330.8
8	Spectrogram 1	1	60.890813057	63.916343068	29.2	272.4
9	Spectrogram 1	1	176.278331362	177.231580544	77.8	243.2
10	Spectrogram 1	1	189.079161735	191.089274140	68.1	301.6
11	Spectrogram 1	1	191.565898731	193.285891819	77.8	330.8
12	Spectrogram 1	1	203.523355264	205.947923834	97.3	379.4
13	Spectrogram 1	1	213.553194480	217.449082440	38.9	369.7
14	Spectrogram 1	1	218.739478629	219.526945344	97.3	321.1
15	Spectrogram 1	1	220.505379380	222.080312810	29.2	243.2
16	Spectrogram 1	1	259.392555644	260.221467976	29.2	233.5
17	Spectrogram 1	1	263.184829563	263.765068195	38.9	398.9
18	Spectrogram 1	1	296.338663541	297.129938407	77.8	340.5
19	Spectrogram 1	1	297.716067938	298.624568711	97.3	282.1
20	Spectrogram 1	1	299.034859383	300.089892539	58.4	311.3
21	Spectrogram 1	1	301.760361702	302.551636568	77.8	262.7
22	Spectrogram 1	1	303.401524388	304.192799255	77.8	291.9
23	Spectrogram 1	1	304.691009356	305.716736035	126.5	321.1
24	Spectrogram 1	1	341.538353861	349.890699677	58.4	398.9
