Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	61.545198477	62.389215866	194.6	486.5
2	Spectrogram 1	1	63.584907167	64.264810064	155.7	340.5
3	Spectrogram 1	1	66.492078174	67.242315853	330.8	486.5
4	Spectrogram 1	1	71.321733234	72.025081058	700.5	836.7
5	Spectrogram 1	1	74.393018734	74.885362211	710.2	934.0
6	Spectrogram 1	1	75.588710035	76.760956409	710.2	904.8
7	Spectrogram 1	1	79.269563649	79.996356400	505.9	758.9
8	Spectrogram 1	1	85.854287867	87.073424096	184.9	389.2
9	Spectrogram 1	1	88.409784962	89.206912496	681.0	914.5
10	Spectrogram 1	1	90.426048725	91.129396549	710.2	875.6
11	Spectrogram 1	1	92.137528431	93.239440022	671.3	865.9
12	Spectrogram 1	1	97.721063583	98.635415755	68.1	272.4
13	Spectrogram 1	1	104.613872261	105.645449070	262.7	505.9
14	Spectrogram 1	1	108.200946165	109.631086741	165.4	398.9
15	Spectrogram 1	1	108.505730222	109.302857756	914.5	1109.1
16	Spectrogram 1	1	117.907747472	118.775209789	282.1	496.2
17	Spectrogram 1	1	119.361332976	121.869940216	282.1	583.8
