Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	4.849137273	5.595158392	68.8	323.3
2	Spectrogram 1	1	15.392902421	16.312995135	34.4	309.6
3	Spectrogram 1	1	60.012235536	60.957195620	61.9	309.6
4	Spectrogram 1	1	99.938688036	101.157189197	96.3	337.1
5	Spectrogram 1	1	111.725821716	112.372373352	75.7	323.3
6	Spectrogram 1	1	193.284859877	194.627697891	27.5	350.9
7	Spectrogram 1	1	277.246206989	277.892758625	89.4	350.9
8	Spectrogram 1	1	278.041962849	278.688514485	55.0	364.6
9	Spectrogram 1	1	315.086491833	315.782778211	82.6	295.8
10	Spectrogram 1	1	316.727738295	317.374289931	82.6	371.5
11	Spectrogram 1	1	317.573228896	318.319250015	89.4	350.9
12	Spectrogram 1	1	319.015536393	319.612353288	89.4	371.5
13	Spectrogram 1	1	320.234037554	320.880589190	123.8	357.7
14	Spectrogram 1	1	321.377936603	322.198559834	82.6	309.6
15	Spectrogram 1	1	323.019183065	323.591132589	103.2	337.1
16	Spectrogram 1	1	324.013877890	324.685296897	96.3	371.5
17	Spectrogram 1	1	325.182644310	325.953532799	96.3	371.5
