Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	4.310343074	5.636602481	48.6	398.9
2	Spectrogram 1	1	30.040606346	31.333709268	875.6	1002.1
3	Spectrogram 1	1	32.693125160	33.588350260	749.1	856.2
4	Spectrogram 1	1	76.777883162	77.507325836	68.1	369.7
5	Spectrogram 1	1	77.938360144	78.568333362	29.2	311.3
6	Spectrogram 1	1	78.767272273	79.397245492	58.4	369.7
7	Spectrogram 1	1	79.529871433	80.027218710	48.6	398.9
8	Spectrogram 1	1	80.126688166	80.657191929	58.4	291.9
9	Spectrogram 1	1	80.789817870	81.154539207	58.4	321.1
10	Spectrogram 1	1	81.353478118	81.917138366	77.8	301.6
11	Spectrogram 1	1	82.068468032	82.678042596	58.4	311.3
12	Spectrogram 1	1	82.842158824	83.217281633	58.4	301.6
