Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	26.496179926	27.590344086	48.6	340.5
2	Spectrogram 1	1	128.024749412	128.621566226	107.0	389.2
3	Spectrogram 1	1	128.820505164	129.616260917	87.6	389.2
4	Spectrogram 1	1	129.815199855	130.088740895	77.8	389.2
5	Spectrogram 1	1	130.362281934	131.207772421	77.8	282.1
6	Spectrogram 1	1	131.879191337	132.600344988	68.1	350.3
7	Spectrogram 1	1	139.090727843	140.135157268	68.1	360.0
8	Spectrogram 1	1	140.806576184	142.074811914	38.9	321.1
9	Spectrogram 1	1	154.109811176	155.203975335	68.1	379.4
10	Spectrogram 1	1	178.288835604	179.233795560	58.4	360.0
