Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	18.318582207	19.048670629	778.3	934.0
2	Spectrogram 1	1	20.940263357	21.869466802	729.7	934.0
3	Spectrogram 1	1	23.329643644	24.258847090	739.4	904.8
4	Spectrogram 1	1	27.079643263	27.909289196	856.2	1050.8
5	Spectrogram 1	1	37.095593345	38.290283489	233.5	437.8
6	Spectrogram 1	1	39.850017844	41.476123873	749.1	895.1
7	Spectrogram 1	1	42.903114879	44.064619185	720.0	875.6
8	Spectrogram 1	1	45.159751817	46.520371148	768.6	924.3
9	Spectrogram 1	1	56.001486791	57.063433585	253.0	418.4
10	Spectrogram 1	1	59.154141337	60.581132343	836.7	992.4
11	Spectrogram 1	1	78.728893252	80.686857655	301.6	467.0
12	Spectrogram 1	1	83.043052106	84.270928087	165.4	282.1
13	Spectrogram 1	1	105.410306467	107.202341683	282.1	447.5
14	Spectrogram 1	1	109.604077369	110.831953350	204.3	360.0
15	Spectrogram 1	1	130.101605575	132.192313327	223.8	447.5
16	Spectrogram 1	1	184.323901959	185.186733729	291.9	525.4
17	Spectrogram 1	1	187.144698132	188.737618324	389.2	671.3
18	Spectrogram 1	1	236.735682434	237.864000903	253.0	603.2
19	Spectrogram 1	1	262.355148854	263.251166462	175.1	408.6
20	Spectrogram 1	1	447.882998084	449.177245740	301.6	515.6
21	Spectrogram 1	1	451.931670239	453.225917894	204.3	369.7
22	Spectrogram 1	1	454.818838086	456.942731676	729.7	924.3
23	Spectrogram 1	1	473.502464504	475.062198859	282.1	486.5
24	Spectrogram 1	1	496.284947125	497.612380618	778.3	953.5
25	Spectrogram 1	1	498.641141575	500.499548466	720.0	914.5
26	Spectrogram 1	1	499.636716695	500.665477653	914.5	1109.1
27	Spectrogram 1	1	501.262822724	502.623442055	758.9	1079.9
28	Spectrogram 1	1	511.384503111	512.844679953	184.9	398.9
29	Spectrogram 1	1	514.371228471	516.229635361	749.1	914.5
30	Spectrogram 1	1	517.855741391	519.614590769	729.7	875.6
31	Spectrogram 1	1	528.215622383	529.908100087	204.3	379.4
32	Spectrogram 1	1	532.164737026	533.558542194	681.0	924.3
33	Spectrogram 1	1	534.355002290	536.312966692	720.0	934.0
34	Spectrogram 1	1	547.381342895	548.907891412	194.6	408.6
35	Spectrogram 1	1	550.533997442	552.093731796	671.3	972.9
36	Spectrogram 1	1	553.520722801	555.312758017	739.4	1011.8
37	Spectrogram 1	1	570.843729889	571.839305009	175.1	360.0
38	Spectrogram 1	1	589.299151851	591.555788789	282.1	564.3
39	Spectrogram 1	1	594.608885824	596.467292714	194.6	486.5
