Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	14.858383609	17.349434115	107.0	398.9
2	Spectrogram 1	1	17.613192404	19.869791098	155.7	428.1
3	Spectrogram 1	1	20.016323481	21.393727878	29.2	223.8
4	Spectrogram 1	1	24.002004291	28.310056343	58.4	360.0
5	Spectrogram 1	1	112.009398772	113.152351357	87.6	243.2
6	Spectrogram 1	1	160.478327979	161.679893518	48.6	418.4
7	Spectrogram 1	1	190.171907216	191.139020942	58.4	272.4
8	Spectrogram 1	1	242.027313382	243.258185397	29.2	272.4
9	Spectrogram 1	1	255.055215535	255.573285742	194.6	447.5
10	Spectrogram 1	1	255.884127867	256.236415608	145.9	525.4
11	Spectrogram 1	1	256.319306841	257.168941981	48.6	398.9
12	Spectrogram 1	1	257.168941981	257.852794655	77.8	525.4
13	Spectrogram 1	1	258.060022738	258.495201712	68.1	554.6
14	Spectrogram 1	1	258.868212262	259.199777194	38.9	330.8
15	Spectrogram 1	1	259.448450894	259.925075485	87.6	360.0
16	Spectrogram 1	1	262.038801931	262.473980906	58.4	437.8
17	Spectrogram 1	1	263.012773921	263.551566937	155.7	544.8
18	Spectrogram 1	1	264.048914336	264.732767010	87.6	622.7
19	Spectrogram 1	1	291.055240252	292.049935050	0.0	262.7
20	Spectrogram 1	1	324.847256591	325.676168923	38.9	272.4
21	Spectrogram 1	1	325.904119814	326.463635639	38.9	262.7
22	Spectrogram 1	1	326.629418105	326.981705846	38.9	311.3
23	Spectrogram 1	1	328.100737494	328.535916468	116.8	340.5
24	Spectrogram 1	1	328.763867360	329.261214759	116.8	360.0
25	Spectrogram 1	1	373.372757863	374.035887728	68.1	408.6
