Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	37.987917558	38.878834500	107.0	321.1
2	Spectrogram 1	1	145.491317575	146.124337507	68.1	398.9
3	Spectrogram 1	1	146.382234516	146.921473717	0.0	379.4
4	Spectrogram 1	1	147.062144813	147.953061755	48.6	447.5
5	Spectrogram 1	1	245.967024015	246.717269860	97.3	428.1
6	Spectrogram 1	1	246.975166869	247.866083811	116.8	603.2
7	Spectrogram 1	1	403.607448990	404.873488854	175.1	408.6
8	Spectrogram 1	1	406.819439016	408.484046985	68.1	311.3
9	Spectrogram 1	1	409.515635023	410.312771233	68.1	311.3
10	Spectrogram 1	1	476.426413615	477.035988364	48.6	535.1
