Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	57.288621199	58.608579715	27.5	178.9
2	Spectrogram 1	1	118.174919338	119.964196439	13.8	240.8
3	Spectrogram 1	1	122.574781060	123.601415462	158.2	337.1
4	Spectrogram 1	1	141.251825494	142.865108125	178.9	350.9
5	Spectrogram 1	1	143.950407350	146.121005800	6.9	178.9
6	Spectrogram 1	1	157.123155932	158.648441329	178.9	337.1
7	Spectrogram 1	1	160.232391549	161.229693539	55.0	288.9
8	Spectrogram 1	1	162.608316879	163.634951281	13.8	302.7
9	Spectrogram 1	1	170.528067979	172.024020964	165.1	474.7
10	Spectrogram 1	1	175.080933547	176.224897595	151.4	357.7
11	Spectrogram 1	1	178.395496044	179.128806331	34.4	282.1
12	Spectrogram 1	1	181.094077901	182.150044714	27.5	288.9
13	Spectrogram 1	1	185.611269269	187.107222254	48.2	261.4
14	Spectrogram 1	1	189.160491058	191.419086742	110.1	481.6
15	Spectrogram 1	1	193.971006541	195.173635411	130.7	426.5
16	Spectrogram 1	1	197.499762740	198.878386080	6.9	309.6
17	Spectrogram 1	1	200.755660414	201.606300347	48.2	316.5
18	Spectrogram 1	1	202.368943046	204.099555323	34.4	282.1
19	Spectrogram 1	1	204.480876672	206.064826892	13.8	275.2
20	Spectrogram 1	1	206.416815830	207.766106758	20.6	158.2
21	Spectrogram 1	1	207.971433639	210.171364500	151.4	522.8
22	Spectrogram 1	1	212.899278767	213.984577992	13.8	371.5
23	Spectrogram 1	1	215.333868920	216.243173676	75.7	275.2
24	Spectrogram 1	1	227.862549924	229.299838087	165.1	488.5
25	Spectrogram 1	1	239.536849694	240.622148918	0.0	117.0
26	Spectrogram 1	1	241.590118497	244.054041062	27.5	399.0
