Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	26.077895351	28.467275639	68.1	291.9
2	Spectrogram 1	1	30.591169228	33.644266263	29.2	253.0
3	Spectrogram 1	1	43.998247511	46.188512774	29.2	253.0
4	Spectrogram 1	1	48.113291340	51.697361772	19.5	243.2
5	Spectrogram 1	1	62.963567567	65.021089482	38.9	272.4
6	Spectrogram 1	1	66.481266325	68.704717426	9.7	194.6
7	Spectrogram 1	1	83.406043364	85.861795327	9.7	243.2
8	Spectrogram 1	1	87.985688916	89.810909969	29.2	184.9
9	Spectrogram 1	1	102.279523243	103.241912526	19.5	155.7
10	Spectrogram 1	1	215.233576342	216.926054046	184.9	467.0
11	Spectrogram 1	1	223.131805627	223.961451560	437.8	768.6
12	Spectrogram 1	1	225.255699216	226.749061896	126.5	612.9
13	Spectrogram 1	1	228.142867064	229.204813859	155.7	612.9
14	Spectrogram 1	1	232.257910893	233.552158549	155.7	428.1
15	Spectrogram 1	1	251.951492283	253.577598312	204.3	428.1
16	Spectrogram 1	1	268.710340136	269.971401954	136.2	408.6
17	Spectrogram 1	1	283.452079835	284.978628352	87.6	350.3
18	Spectrogram 1	1	300.613767300	302.107129980	175.1	360.0
19	Spectrogram 1	1	303.202262612	304.695625292	19.5	340.5
20	Spectrogram 1	1	316.199801081	317.095818689	145.9	350.3
21	Spectrogram 1	1	319.186526441	320.082544049	165.4	340.5
22	Spectrogram 1	1	324.197587878	325.193162998	0.0	233.5
23	Spectrogram 1	1	328.644490080	329.805994387	29.2	214.0
24	Spectrogram 1	1	336.831391316	338.192010646	107.0	340.5
25	Spectrogram 1	1	340.083603374	341.311479356	19.5	272.4
26	Spectrogram 1	1	343.103514572	343.966346342	29.2	223.8
27	Spectrogram 1	1	345.194222323	346.488469979	9.7	282.1
28	Spectrogram 1	1	347.616788449	348.612363569	29.2	243.2
29	Spectrogram 1	1	349.176522803	350.802628833	9.7	233.5
30	Spectrogram 1	1	351.267230555	352.893336584	9.7	175.1
31	Spectrogram 1	1	359.023911091	360.650017120	175.1	408.6
32	Spectrogram 1	1	360.849132144	362.110193963	29.2	116.8
33	Spectrogram 1	1	362.408866499	363.404441619	29.2	223.8
34	Spectrogram 1	1	364.665503437	366.092494443	0.0	214.0
35	Spectrogram 1	1	367.021697888	368.382317218	29.2	243.2
36	Spectrogram 1	1	368.946476453	370.439839133	29.2	233.5
37	Spectrogram 1	1	371.335856741	372.630104397	48.6	204.3
38	Spectrogram 1	1	373.393378656	374.322582101	19.5	204.3
39	Spectrogram 1	1	381.765998949	382.861131581	175.1	369.7
40	Spectrogram 1	1	385.350069381	386.246086989	19.5	194.6
41	Spectrogram 1	1	387.308033784	388.768210626	38.9	282.1
42	Spectrogram 1	1	391.754935986	393.646528714	0.0	253.0
43	Spectrogram 1	1	509.316165591	510.145811525	291.9	729.7
44	Spectrogram 1	1	522.225456314	523.519703970	408.6	632.4
45	Spectrogram 1	1	524.719022677	526.278757032	175.1	797.8
46	Spectrogram 1	1	526.079642008	527.506633013	29.2	126.5
47	Spectrogram 1	1	559.819105830	561.611141046	38.9	291.9
