Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	11.681385034	13.141558163	9.7	282.1
2	Spectrogram 1	1	14.303059515	15.331817857	38.9	194.6
3	Spectrogram 1	1	16.858362492	17.953492338	29.2	204.3
4	Spectrogram 1	1	26.349487831	27.510989184	116.8	350.3
5	Spectrogram 1	1	29.591660185	31.217762079	19.5	204.3
6	Spectrogram 1	1	39.680129078	41.837203019	97.3	437.8
7	Spectrogram 1	1	44.226577230	45.786307618	155.7	496.2
8	Spectrogram 1	1	47.677895536	49.237625924	29.2	291.9
9	Spectrogram 1	1	81.367605482	83.358750658	9.7	155.7
10	Spectrogram 1	1	85.250338575	86.677325951	19.5	311.3
11	Spectrogram 1	1	91.323331362	92.916247503	58.4	457.3
