Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)
1	Spectrogram 1	1	3.185839844	4.007189178	155.7	350.3
2	Spectrogram 1	1	7.690816498	8.487276459	145.9	282.1
3	Spectrogram 1	1	11.897120667	12.419797516	126.5	437.8
4	Spectrogram 1	1	28.711359608	29.906049549	661.6	797.8
5	Spectrogram 1	1	31.797641957	32.519433796	554.6	885.4
6	Spectrogram 1	1	47.057127271	47.729140363	661.6	875.6
7	Spectrogram 1	1	50.417192732	51.138984571	642.1	895.1
8	Spectrogram 1	1	79.105069997	80.100644948	535.1	875.6
9	Spectrogram 1	1	82.913144185	83.560267904	632.4	846.4
10	Spectrogram 1	1	85.825200918	86.671439626	622.7	856.2
11	Spectrogram 1	1	91.715430235	92.487000823	175.1	340.5
12	Spectrogram 1	1	94.030141997	94.951048827	116.8	379.4
13	Spectrogram 1	1	96.071070647	96.967088103	116.8	330.8
14	Spectrogram 1	1	97.937773680	98.883569884	126.5	369.7
15	Spectrogram 1	1	101.944962859	102.940537810	58.4	340.5
16	Spectrogram 1	1	109.197849772	110.367650340	77.8	350.3
17	Spectrogram 1	1	190.445062839	191.739310276	155.7	1303.7
18	Spectrogram 1	1	214.940677626	216.110478194	243.2	437.8
